ts_utc,ts_local,session_id,symbol,total_trades,wins,losses,flat_trades,win_rate,gross_pnl,net_pnl,max_drawdown,open_position,open_unrealized,notes
2025-08-29T16:56:06Z,2025-08-29 12:56:06 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T17:01:10Z,2025-08-29 13:01:10 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T17:06:15Z,2025-08-29 13:06:15 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T17:11:19Z,2025-08-29 13:11:19 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T17:16:23Z,2025-08-29 13:16:23 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T17:21:27Z,2025-08-29 13:21:27 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T17:26:32Z,2025-08-29 13:26:32 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T17:31:36Z,2025-08-29 13:31:36 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T17:36:40Z,2025-08-29 13:36:40 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T17:41:46Z,2025-08-29 13:41:46 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T17:46:50Z,2025-08-29 13:46:50 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T17:51:53Z,2025-08-29 13:51:53 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T17:56:57Z,2025-08-29 13:56:57 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T18:02:02Z,2025-08-29 14:02:02 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T18:06:06Z,2025-08-29 14:06:06 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T18:11:10Z,2025-08-29 14:11:10 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T18:17:58Z,2025-08-29 14:17:58 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T18:34:32Z,2025-08-29 14:34:32 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T18:43:24Z,2025-08-29 14:43:24 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T19:52:43Z,2025-08-29 15:52:43 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T20:27:25Z,2025-08-29 16:27:25 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T20:33:01Z,2025-08-29 16:33:01 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T20:51:57Z,2025-08-29 16:51:57 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-29T23:41:03Z,2025-08-29 19:41:03 ET,20250829T165549Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
